Escherichia coli K-12 MG1655
Operon	GeneName	Locus Name	GI	Strand	Pos. Left(pb)	PosRight	Position
31	leuC	b0072	16128066	-1	79464	80864	3
31	leuD	b0071	16128065	-1	78848	79453	4
32	leuL	b0075	16128069	-1	83622	83708	1
33	leuO	b0076	90111083	1	84368	85312	1
34	ilvI	b0077	90111084	1	85630	87354	1
34	ilvH	b0078	16128071	1	87357	87848	2
35	cra	b0080	16128073	1	88028	89032	1
36	mraZ	b0081	16128074	1	89634	90092	1
36	rsmH	b0082	16128075	1	90094	91035	2
36	ftsL	b0083	16128076	1	91032	91397	3
36	ftsI	b0084	16128077	1	91413	93179	4
36	murE	b0085	16128078	1	93166	94653	5
36	murF	b0086	16128079	1	94650	96008	6
36	mraY	b0087	16128080	1	96002	97084	7
36	murD	b0088	16128081	1	97087	98403	8
36	ftsW	b0089	16128082	1	98403	99647	9
36	murG	b0090	16128083	1	99644	100711	10
36	murC	b0091	16128084	1	100765	102240	11
36	ddlB	b0092	16128085	1	102233	103153	12
36	ftsQ	b0093	16128086	1	103155	103985	13
36	ftsA	b0094	16128087	1	103982	105244	14
36	ftsZ	b0095	16128088	1	105305	106456	15
36	lpxC	b0096	16128089	1	106557	107474	16
37	secM	b0097	90111085	1	107705	108217	1
37	secA	b0098	16128091	1	108279	110984	2
37	mutT	b0099	16128092	1	111044	111433	3
38	coaE	b0103	16128096	-1	112599	113219	1
38	zapD	b0102	16128095	-1	111856	112599	2
38	yacG	b0101	16128094	-1	111649	111846	3
39	guaC	b0104	16128097	1	113444	114487	1
40	ppdD	b0108	16128101	-1	117109	117549	1
40	hofB	b0107	16128100	-1	115714	117099	2
40	hofC	b0106	16128099	-1	114522	115724	3
41	nadC	b0109	16128102	-1	117752	118645	1
42	ampD	b0110	16128103	1	118733	119284	1
42	ampE	b0111	16128104	1	119281	120135	2
43	aroP	b0112	16128105	-1	120178	121551	1
44	pdhR	b0113	16128106	1	122092	122856	1
44	aceE	b0114	16128107	1	123017	125680	2
44	aceF	b0115	16128108	1	125695	127587	3
44	lpd	b0116	16128109	1	127912	129336	4
45	yacH	b0117	16128110	-1	129407	131260	1
46	acnB	b0118	16128111	1	131615	134212	1
47	yacL	b0119	90111086	1	134388	134750	1
48	speE	b0121	16128114	-1	135598	136464	1
48	speD	b0120	16128113	-1	134788	135582	2
49	yacC	b0122	90111087	-1	136570	136917	1
50	cueO	b0123	16128116	1	137083	138633	1
51	gcd	b0124	16128117	-1	138835	141225	1
52	hpt	b0125	90111088	1	141431	141967	1
53	can	b0126	16128119	-1	142008	142670	1
54	yadG	b0127	16128120	1	142779	143705	1
54	yadH	b0128	16128121	1	143702	144472	2
55	yadI	b0129	16128122	1	144577	145017	1
55	yadE	b0130	16128123	1	145081	146310	2
56	panD	b0131	16128124	-1	146314	146694	1
57	yadD	b0132	16128125	1	146968	147870	1
58	panB	b0134	16128127	-1	148807	149601	1
58	panC	b0133	16128126	-1	147944	148795	2
59	yadN	b0141	16128134	-1	156299	156883	1
59	yadV	b0140	16128133	-1	155461	156201	2
59	htrE	b0139	16128132	-1	152829	155426	3
59	yadM	b0138	90111089	-1	152243	152812	4
59	yadL	b0137	16128130	-1	151626	152231	5
59	yadK	b0136	16128129	-1	151003	151599	6
59	yadC	b0135	16128128	-1	149715	150953	7
60	dksA	b0145	16128138	-1	160149	160604	1
60	gluQ	b0144	226524698	-1	159186	160112	2
60	pcnB	b0143	162135892	-1	157729	159126	3
60	folK	b0142	16128135	-1	157253	157732	4
61	ligT	b0147	90111091	-1	161501	162031	1
61	sfsA	b0146	16128139	-1	160782	161486	2
62	hrpB	b0148	162135893	1	162105	164534	1
63	mrcB	b0149	16128142	1	164730	167264	1
64	fhuA	b0150	16128143	1	167484	169727	1
64	fhuC	b0151	16128144	1	169778	170575	2
64	fhuD	b0152	16128145	1	170575	171465	3
64	fhuB	b0153	16128146	1	171462	173444	4
65	hemL	b0154	16128147	-1	173602	174882	1
66	clcA	b0155	16128148	1	175107	176528	1
66	erpA	b0156	16128149	1	176610	176954	2
67	mtn	b0159	16128152	-1	178455	179153	1
67	btuF	b0158	16128151	-1	177662	178462	2
67	yadS	b0157	16128150	-1	177001	177624	3
68	dgt	b0160	16128153	1	179237	180754	1
69	degP	b0161	16128154	1	180884	182308	1
70	cdaR	b0162	90111093	1	182463	183620	1
71	yaeH	b0163	16128156	-1	183709	184095	1
72	map	b0168	16128161	-1	188712	189506	1
72	glnD	b0167	16128160	-1	185978	188650	2
72	dapD	b0166	16128159	-1	185123	185947	3
72	yaeI	b0164	90111094	-1	184257	185069	4
73	ldcC	b0186	16128179	1	209679	211820	1
73	yaeR	b0187	90111096	1	211877	212266	2
73	tilS	b0188	16128181	1	212331	213629	3
74	rof	b0189	90111097	-1	213678	213932	1
75	yaeQ	b0190	16128183	1	214291	214836	1
75	arfB	b0191	16128184	1	214833	215255	2
75	nlpE	b0192	16128185	1	215269	215979	3
76	tsaA	b0195	16128188	-1	218887	219594	1
76	proS	b0194	16128187	-1	217057	218775	2
76	yaeF	b0193	90111098	-1	216179	217003	3
77	rcsF	b0196	16128189	-1	219591	219995	1
78	metN	b0199	16128192	-1	221614	222645	1
78	metI	b0198	16128191	-1	220968	221621	2
78	metQ	b0197	16128190	-1	220113	220928	3
79	gmhB	b0200	16128193	1	222833	223408	1
80	rrsH	b0201		1	223771	225312	1
81	ileV	b0202		1	225381	225457	1
81	alaV	b0203		1	225500	225575	2
82	rrlH	b0204		1	225759	228662	1
83	rrfH	b0205		1	228756	228875	1
83	aspU	b0206		1	228928	229004	2
84	dkgB	b0207	16128194	1	229167	229970	1
85	yafC	b0208	16128195	-1	229967	230881	1
86	yafD	b0209	16128196	1	231122	231922	1
86	yafE	b0210	16128197	1	231926	232549	2
87	mltD	b0211	16128198	-1	232597	233955	1
88	gloB	b0212	16128199	-1	234027	234782	1
89	yafS	b0213	90111099	1	234816	235538	1
90	rnhA	b0214	16128201	-1	235535	236002	1
91	dnaQ	b0215	16128202	1	236067	236798	1
92	aspV	b0216		1	236931	237007	1
93	yafT	b0217	16128203	1	237335	238120	1
94	yafU	b0218		-1	238746	239102	1
95	yafV	b0219	16128205	-1	239419	240189	1
96	ivy	b0220	16128206	1	240343	240816	1
97	fadE	b0221	90111100	-1	240859	243303	1
98	gmhA	b0222	16128208	1	243543	244121	1
99	yafJ	b0223	16128209	1	244327	245094	1
100	yafK	b0224	16128210	-1	245065	245805	1
101	dinJ	b0226	16128212	-1	246242	246502	1
101	yafQ	b0225	16128211	-1	245961	246239	2
102	yafL	b0227	16128213	1	246712	247461	1
103	rayT	b0228	16128214	1	247637	248134	1
104	lfhA	b0229		-1	248358	250070	1
105	lafU	b0230		1	250072	250827	1
106	dinB	b0231	16128217	1	250898	251953	1
106	yafN	b0232	16128218	1	252005	252298	2
107	yafO	b0233	16128219	1	252301	252699	1
108	yafP	b0234	16128220	1	252709	253161	1
109	ykfJ	b0235		1	253479	253685	1
110	prfH	b0236		1	253702	254202	1
111	pepD	b0237	16128223	-1	254259	255716	1
112	gpt	b0238	16128224	1	255977	256435	1
113	frsA	b0239	16128225	1	256527	257771	1
114	crl	b0240		1	257829	259006	1
115	phoE	b0241	16128227	-1	259045	260100	1
116	proB	b0242	16128228	1	260388	261491	1
116	proA	b0243	16128229	1	261503	262756	2
117	thrW	b0244		1	262871	262946	1
118	ykfG	b0247	16128232	-1	264256	264732	1
118	ykfH	b4504	94541094	-1	264026	264247	2
118	yafW	b0246	16128231	-1	263690	264007	3
118	ykfI	b0245	16128230	-1	263328	263669	4
119	yafX	b0248	16128233	-1	264748	265206	1
120	ykfF	b0249	16128234	-1	265304	265543	1
121	yafY	b0251	145698221	-1	266110	266553	1
121	ykfB	b0250	16128235	-1	265620	266087	2
122	yafZ	b0252	90111102	-1	267184	268005	1
123	ykfA	b0253	90111103	-1	268097	268960	1
124	perR	b0254	16128239	-1	269289	270182	1
125	insI1	b0256	16128241	1	270603	271754	1
126	ykfC	b0258		1	272847	273954	1
127	insH1	b0259	16128244	-1	274101	275117	1
128	mmuP	b0260	90111105	1	275325	276728	1
128	mmuM	b0261	16128246	1	276715	277647	2
129	afuC	b0262	90111106	-1	277756	278802	1
130	afuB	b0263		-1	278814	279161	1
131	insA	b0265	16128250	-1	279600	279875	1
131	insB1	b0264	16128249	-1	279178	279681	2
132	yagB	b0266		-1	280427	280735	1
133	yagA	b0267	16128252	-1	280829	281983	1
134	yagE	b0268	345452715	1	282278	283186	1
134	yagF	b0269	16128254	1	283201	285168	2
135	yagG	b0270	16128255	1	285395	286777	1
135	yagH	b0271	16128256	1	286789	288399	2
136	argF	b0273	16128258	-1	289301	290305	1
136	yagI	b0272	16128257	-1	288404	289162	2
137	insA	b0275	16128260	-1	291071	291346	1
137	insB1	b0274	16128259	-1	290649	291152	2
138	yagJ	b0276		1	291404	292231	1
139	yagK	b0277	16128262	-1	292322	292948	1
140	yagM	b0279	16128264	-1	293945	294799	1
140	yagL	b0278	16128263	-1	293220	293918	2
141	yagN	b0280	16128265	-1	295139	295579	1
142	intF	b0281	16128266	-1	295696	297096	1
143	paoA	b0286	16128271	-1	301884	302573	1
143	paoB	b0285	16128270	-1	300931	301887	2
143	paoC	b0284	16128269	-1	298736	300934	3
143	paoD	b0283	16128268	-1	297770	298726	4
144	yagU	b0287	16128272	1	302991	303605	1
145	ykgJ	b0288	16128273	-1	303853	304182	1
146	ecpA	b0293	16128278	-1	310084	310671	1
146	ecpB	b0292	16128277	-1	309358	310026	2
146	ecpC	b0291	16128276	-1	306807	309332	3
146	ecpD	b0290	16128275	-1	305174	306817	4
146	ecpE	b0289	90111108	-1	304495	305205	5
147	ecpR	b0294	16128279	-1	310746	311336	1
148	ykgL	b0295	16128280	1	312112	312339	1
149	ykgM	b0296	16128281	-1	312514	312777	1
149	ykgO	b4506	94541137	-1	312374	312514	2
150	eaeH	b0297		1	314357	315228	1
151	insE1	b0298	226524700	1	315291	315590	1
151	insF1	b0299	16128284	1	315587	316453	2
152	ykgA	b0300		-1	316486	317169	1
153	ykgI	b0303	90111111	-1	318331	318567	1
153	ykgB	b0301	90111110	-1	317726	318319	2
154	ykgC	b0304	90111112	-1	318676	320001	1
155	ykgD	b0305	16128290	1	320227	321081	1
156	ykgE	b0306	16128291	1	321608	322327	1
156	ykgF	b0307	16128292	1	322338	323765	2
156	ykgG	b0308	90111113	1	323758	324453	3
157	ykgH	b0310	16128295	-1	324696	325364	1
158	betI	b0313	49176011	-1	328747	329334	1
158	betB	b0312	16128297	-1	327261	328733	2
158	betA	b0311	16128296	-1	325577	327247	3
159	betT	b0314	16128299	1	329463	331496	1
160	yahA	b0315	16128300	1	332371	333459	1
161	yahB	b0316	16128301	-1	333501	334433	1
162	yahC	b0317	16128302	-1	334525	335022	1
163	yahD	b0318	16128303	1	335280	335885	1
164	yahE	b0319	16128304	1	335925	336788	1
165	yahF	b0320	16128305	1	336778	338325	1
166	yahG	b0321	16128306	1	338325	339743	1
167	yahI	b0323	16128308	1	340165	341115	1
167	yahJ	b0324	16128309	1	341125	342507	2
168	yahK	b0325	16128310	1	342884	343933	1
169	yahL	b0326	16128311	1	344176	344991	1
170	yahM	b0327	90111114	1	345404	345649	1
171	yahN	b0328	16128313	-1	345666	346337	1
172	yahO	b0329	16128314	1	346484	346759	1
173	prpR	b0330	16128315	-1	346857	348443	1
174	prpB	b0331	16128316	1	348682	349572	1
175	prpC	b0333	16128318	1	350012	351181	1
175	prpD	b0334	16128319	1	351215	352666	2
175	prpE	b0335	16128320	1	352706	354592	3
176	codB	b0336	16128321	1	354922	356181	1
176	codA	b0337	16128322	1	356171	357454	2
177	cynR	b0338	157783149	-1	357791	358690	1
178	cynT	b0339	16128324	1	358799	359458	1
178	cynS	b0340	16128325	1	359489	359959	2
178	cynX	b0341	16128326	1	359992	361146	3
179	lacA	b0342	16128327	-1	361249	361860	1
180	mhpR	b0346	145698223	-1	367587	368420	1
180	lacI	b0345	49176012	-1	366428	367510	2
180	lacZ	b0344	16128329	-1	363231	366305	3
180	lacY	b0343	16128328	-1	361926	363179	4
181	mhpA	b0347	16128332	1	368611	370275	1
182	mhpB	b0348	16128333	1	370277	371221	1
183	mhpC	b0349	459201369	1	371239	372105	1
183	mhpD	b0350	90111116	1	372115	372924	2
183	mhpF	b0351	16128336	1	372921	373871	3
183	mhpE	b0352	16128337	1	373868	374881	4
184	mhpT	b0353	90111117	1	375459	376670	1
185	yaiL	b0354	90111118	1	376772	377311	1
186	frmR	b0357	162135894	-1	379606	379881	1
186	frmA	b0356	16128341	-1	378462	379571	2
186	frmB	b0355	16128340	-1	377535	378368	3
187	yaiO	b0358	16128343	-1	380069	380842	1
188	insC1	b0360	145698224	1	381351	381716	1
188	insD1	b0361	16128346	1	381674	382579	2
189	yaiP	b0363	16128348	-1	382739	383935	1
190	yaiS	b0364	90111121	-1	384059	384616	1
191	tauA	b0365	90111122	1	385232	386194	1
191	tauB	b0366	16128351	1	386207	386974	2
191	tauC	b0367	16128352	1	386971	387798	3
191	tauD	b0368	16128353	1	387795	388646	4
192	hemB	b0369	90111123	-1	388753	389727	1
193	insE1	b0373	226524701	-1	392602	392901	1
193	insF1	b0372	16128357	-1	391739	392605	2
194	yaiV	b0375	226524702	1	394506	395129	1
195	ampH	b0376	16128361	-1	395130	396287	1
196	sbmA	b0377	16128362	1	396639	397859	1
197	yaiW	b0378	16128363	1	397872	398966	1
198	yaiY	b0379	16128364	-1	399025	399333	1
199	yaiZ	b0380	90111125	1	399593	399805	1
200	ddlA	b0381	16128366	-1	399829	400923	1
201	iraP	b0382	16128367	1	401386	401646	1
202	phoA	b0383	49176017	1	401747	403162	1
203	psiF	b0384	162135895	1	403281	403601	1
204	yaiC	b0385	16128370	1	403703	404818	1
205	proC	b0386	16128371	-1	404835	405644	1
206	yaiI	b0387	90111127	1	405764	406222	1
207	aroL	b0388	16128373	1	406405	406929	1
207	yaiA	b0389	16128374	1	406979	407170	2
208	aroM	b0390	16128375	1	407428	408105	1
209	yaiE	b0391	16128376	1	408177	408461	1
210	ykiA	b0392		1	408609	408950	1
211	rdgC	b0393	16128378	-1	409108	410019	1
212	mak	b0394	90111128	1	410144	411052	1
213	araJ	b0396	49176018	-1	411297	412481	1
214	sbcD	b0398	16128383	-1	415750	416952	1
214	sbcC	b0397	16128382	-1	412607	415753	2
215	phoB	b0399	16128384	1	417142	417831	1
215	phoR	b0400	16128385	1	417889	419184	2
216	brnQ	b0401	16128386	1	419591	420910	1
216	proY	b0402	16128387	1	420986	422359	2
217	malZ	b0403	345452716	1	422518	424332	1
218	acpH	b0404	16128389	-1	424337	424918	1
219	queA	b0405	16128390	1	425011	426081	1
219	tgt	b0406	16128391	1	426137	427264	2
219	yajC	b0407	16128392	1	427287	427619	3
219	secD	b0408	16128393	1	427647	429494	4
219	secF	b0409	16128394	1	429505	430476	5
220	yajD	b0410	16128395	1	430605	430952	1
221	tsx	b0411	16128396	-1	431129	432013	1
222	yajI	b0412	90111129	-1	432312	432851	1
223	nrdR	b0413	16128398	1	433002	433451	1
223	ribD	b0414	16128399	1	433455	434558	2
223	ribE	b0415	16128400	1	434647	435117	3
223	nusB	b0416	16128401	1	435137	435556	4
223	thiL	b0417	16128402	1	435634	436611	5
223	pgpA	b0418	16128403	1	436589	437107	6
224	yajO	b0419	90111130	-1	437161	438135	1
225	xseB	b0422	16128407	-1	441101	441343	1
225	ispA	b0421	16128406	-1	440202	441101	2
225	dxs	b0420	16128405	-1	438315	440177	3
226	thiI	b0423	16128408	1	441549	442997	1
227	panE	b0425	16128410	-1	443604	444515	1
227	yajL	b0424	90111131	-1	443051	443641	2
228	yajQ	b0426	90111132	1	444683	445174	1
229	yajR	b0427	90111133	-1	445302	446666	1
230	cyoA	b0432	16128417	-1	450663	451610	1
230	cyoB	b0431	16128416	-1	448650	450641	2
230	cyoC	b0430	16128415	-1	448046	448660	3
230	cyoD	b0429	16128414	-1	447717	448046	4
230	cyoE	b0428	16128413	-1	446815	447705	5
231	yajG	b0434	90111134	-1	453589	454167	1
231	ampG	b0433	16128418	-1	452070	453545	2
232	bolA	b0435	90111135	1	454472	454789	1
233	tig	b0436	16128421	1	455133	456431	1
233	clpP	b0437	16128422	1	456677	457300	2
233	clpX	b0438	16128423	1	457426	458700	3
233	lon	b0439	16128424	1	458888	461242	4
233	hupB	b0440	16128425	1	461451	461723	5
234	ppiD	b0441	16128426	1	461915	463786	1
235	ybaV	b0442	16128427	1	463937	464308	1
236	fadM	b0443	16128428	1	464402	464800	1
237	queC	b0444	16128429	-1	464852	465547	1
238	ybaE	b0445	16128430	-1	465612	467312	1
239	cof	b0446	90111136	1	467412	468230	1
240	ybaO	b0447	90111137	1	468383	468841	1
240	mdlA	b0448	16128433	1	468871	470643	2
240	mdlB	b0449	16128434	1	470636	472417	3
241	glnK	b0450	16128435	1	472598	472936	1
241	amtB	b0451	16128436	1	472966	474252	2
242	tesB	b0452	16128437	-1	474301	475161	1
243	ybaY	b0453	49176025	1	475379	475951	1
244	ybaZ	b0454	16128439	-1	475982	476371	1
245	ffs	b0455		1	476448	476561	1
246	ybaA	b0456	16128440	1	476672	477025	1
247	ylaB	b0457	90111138	-1	477067	478617	1
248	ylaC	b0458	90111139	-1	478781	479251	1
249	maa	b0459	16128443	-1	479367	479918	1
250	tomB	b0461	16128445	-1	480334	480708	1
250	hha	b0460	16128444	-1	480090	480308	2
251	acrA	b0463	16128447	-1	484426	485619	1
251	acrB	b0462	16128446	-1	481254	484403	2
252	acrR	b0464	16128448	1	485761	486408	1
253	mscK	b0465	16128449	1	486536	489898	1
254	priC	b0467	16128451	-1	490285	490812	1
254	ybaM	b0466	16128450	-1	490110	490271	2
255	ybaN	b0468	16128452	1	490882	491259	1
256	apt	b0469	16128453	1	491412	491963	1
256	dnaX	b0470	16128454	1	492092	494023	2
256	ybaB	b0471	16128455	1	494076	494405	3
256	recR	b0472	16128456	1	494405	495010	4
256	htpG	b0473	16128457	1	495120	496994	5
256	adk	b0474	16128458	1	497175	497819	6
257	hemH	b0475	16128459	1	498055	499017	1
258	aes	b0476	16128460	-1	499014	499973	1
259	gsk	b0477	16128461	1	500125	501429	1
260	ybaL	b0478	16128462	-1	501562	503238	1
261	fsr	b0479	16128463	-1	503476	504696	1
262	ushA	b0480	16128464	1	504914	506566	1
263	ybaK	b0481	16128465	-1	506603	507082	1
264	ybaP	b0482	16128466	-1	507286	508080	1
265	ybaQ	b0483	90111140	1	508218	508559	1
266	copA	b0484	16128468	-1	508875	511379	1
267	glsA	b0485	16128469	1	511641	512573	1
267	ybaT	b0486	16128470	1	512576	513868	2
268	cueR	b0487	16128471	1	513993	514400	1
269	qmcA	b0489	16128473	-1	514856	515773	1
269	ybbJ	b0488	145698226	-1	514401	514859	2
270	ybbL	b0490	16128474	1	515919	516596	1
270	ybbM	b0491	90111141	1	516583	517362	2
271	tesA	b0494	16128478	-1	519139	519765	1
271	ybbO	b0493	16128477	-1	518340	519149	2
271	ybbN	b0492	90111142	-1	517425	518279	3
272	ybbA	b0495	16128479	1	519733	520419	1
272	ybbP	b0496	16128480	1	520416	522830	2
273	rhsD	b0497	16128481	1	523261	527541	1
273	ybbC	b0498	16128482	1	527581	527949	2
274	ylbH	b0499		1	527952	528659	1
275	ybbD	b0501		1	528640	529130	1
276	ylbG	b0502		-1	529595	530016	1
277	allS	b0504	16128488	-1	531295	532221	1
277	mnmH	b0503	16128487	-1	530132	531226	2
278	allA	b0505	16128489	1	532451	532933	1
278	allR	b0506	16128490	1	533011	533826	2
278	gcl	b0507	16128491	1	533916	535697	3
278	hyi	b0508	16128492	1	535710	536486	4
278	glxR	b0509	16128493	1	536586	537464	5
279	ybbW	b0511	90111144	1	537633	539087	1
279	allB	b0512	16128496	1	539147	540508	2
279	ybbY	b0513	90111145	1	540565	541866	3
279	glxK	b0514	16128498	1	541888	543033	4
280	allD	b0517	16128501	-1	545314	546363	1
280	allC	b0516	16128500	-1	544057	545292	2
280	ylbA	b0515	16128499	-1	543261	544046	3
281	fdrA	b0518	16128502	1	546680	548347	1
282	ylbF	b0520	16128504	1	549627	550442	1
282	ybcF	b0521	16128505	1	550439	551332	2
283	purE	b0523	16128507	-1	552591	553100	1
283	purK	b0522	16128506	-1	551527	552594	2
284	ppiB	b0525	16128509	-1	553943	554437	1
284	lpxH	b0524	16128508	-1	553218	553940	2
285	cysS	b0526	16128510	1	554611	555996	1
286	ybcI	b0527	16128511	-1	556032	556553	1
287	folD	b0529	16128513	-1	556875	557741	1
287	ybcJ	b0528	90111146	-1	556661	556873	2
288	sfmA	b0530	90111147	1	558212	558754	1
288	sfmC	b0531	16128515	1	558974	559666	2
288	sfmD	b0532	16128516	1	559697	562300	3
288	sfmH	b0533	145698227	1	562336	563319	4
288	sfmF	b0534	16128518	1	563330	563845	5
289	fimZ	b0535	16128519	-1	563848	564480	1
290	argU	b0536		1	564723	564799	1
291	intD	b0537	16128520	-1	564815	565978	1
292	exoD	b0539		-1	566098	566376	1
293	insE1	b0540	226524703	1	566842	567141	1
293	insF1	b0541	16128524	1	567138	568004	2
294	renD	b0542		1	566684	568247	1
295	emrE	b0543	16128526	1	568315	568647	1
296	ybcK	b0544	16128527	1	568902	570428	1
297	ybcL	b0545	16128528	1	570893	571444	1
297	ybcM	b0546	16128529	1	571454	572251	2
298	quuD	b0551	16128534	1	573956	574339	1
299	insH1	b0552	16128535	-1	574737	575753	1
300	nmpC	b0553		-1	574529	576825	1
301	essD	b0554	16128537	1	577398	577613	1
301	rrrD	b0555	16128538	1	577613	578110	2
301	rzpD	b0556	16128539	1	578107	578568	3
302	borD	b0557	16128540	-1	578600	578893	1
303	ybcV	b0558	90111149	-1	579184	579594	1
304	ybcW	b0559	16128542	1	579880	580086	1
305	nohD	b0560	16128543	1	580834	581379	1
306	tfaD	b0561		1	581660	582097	1
307	ybcY	b0562		-1	582152	582806	1
308	tfaX	b0563		1	582953	583135	1
309	appY	b0564	16128547	1	583681	584430	1
310	ompT	b0565	16128548	-1	584680	585633	1
311	envY	b0566	16128549	-1	586147	586908	1
312	ybcH	b0567	16128550	-1	587091	587981	1
313	cusR	b0571	16128554	-1	594760	595443	1
313	cusS	b0570	16128553	-1	593328	594770	2
313	nfrB	b0569	16128552	-1	590941	593178	3
313	nfrA	b0568	16128551	-1	587982	590954	4
314	cusC	b0572	16128555	1	595600	596973	1
314	cusF	b0573	16128556	1	597131	597463	2
314	cusB	b0574	16128557	1	597479	598702	3
314	cusA	b0575	16128558	1	598714	601857	4
315	pheP	b0576	16128559	1	601959	603335	1
316	nfsB	b0578	16128561	-1	604771	605424	1
316	ybdG	b0577	16128560	-1	603416	604663	2
317	ybdF	b0579	16128562	-1	605518	605886	1
318	ybdJ	b0580	16128563	-1	605951	606199	1
319	ybdK	b0581	16128564	-1	606265	607383	1
320	insL1	b0582	16128565	1	608065	609177	1
321	fepA	b0584	16128567	-1	610254	612494	1
321	entD	b0583	345452717	-1	609459	610079	2
322	fes	b0585	16128568	1	612815	613939	1
322	ybdZ	b4511	94541099	1	613942	614160	2
322	entF	b0586	16128569	1	614157	618038	3
323	fepE	b0587	16128570	1	618254	619387	1
324	fepD	b0590	16128573	-1	621185	622189	1
324	fepG	b0589	16128572	-1	620196	621188	2
324	fepC	b0588	16128571	-1	619384	620199	3
325	entS	b0591	16128574	1	622300	623550	1
326	fepB	b0592	16128575	-1	623554	624510	1
327	entC	b0593	16128576	1	624885	626060	1
327	entE	b0594	16128577	1	626070	627680	2
327	entB	b0595	16128578	1	627694	628551	3
327	entA	b0596	16128579	1	628551	629297	4
327	entH	b0597	16128580	1	629300	629713	5
328	cstA	b0598	16128581	1	629894	631999	1
328	ybdD	b4512	94541100	1	632182	632379	2
329	ybdH	b0599	16128582	-1	632389	633477	1
330	ybdL	b0600	16128583	1	633586	634746	1
331	ybdN	b0602	16128585	-1	635349	636569	1
331	ybdM	b0601	16128584	-1	634747	635376	2
332	ybdO	b0603	16128586	-1	636716	637618	1
333	dsbG	b0604	90111151	-1	637827	638573	1
334	ahpC	b0605	16128588	1	638945	639508	1
334	ahpF	b0606	90111152	1	639753	641318	2
335	uspG	b0607	16128590	-1	641439	641867	1
336	ybdR	b0608	16128591	1	642088	643326	1
337	rnk	b0610	16128593	-1	643557	643967	1
