Bacillus subtilis subsp. subtilis 168
Operon	GeneName	Locus Name	GI	Strand	Pos. Left(pb)	PosRight	Position
17	abrB	BSU00370	16077105	-1	44848	45138	1
18	metS	BSU00380	16077106	1	45633	47627	1
18	yabD	BSU00390	16077107	1	47706	48473	2
18	yabE	BSU00400	16077108	1	48629	49942	3
19	rnmV	BSU00410	16077109	1	50087	50647	1
19	ksgA	BSU00420	16077110	1	50640	51518	2
20	yabG	BSU00430	16077111	1	51680	52552	1
21	veg	BSU00440	16077112	1	52763	53023	1
22	sspF	BSU00450	16077113	1	53183	53368	1
23	ipk	BSU00460	16077114	1	53516	54385	1
23	purR	BSU00470	16077115	1	54441	55298	2
23	yabJ	BSU00480	16077116	1	55295	55672	3
24	spoVG	BSU00490	16077117	1	55866	56159	1
25	glmU	BSU00500	16077118	1	56352	57722	1
25	prs	BSU00510	16077119	1	57745	58698	2
25	ctc	BSU00520	16077120	1	58783	59397	3
25	pth	BSU00530	16077121	1	59504	60070	4
25	yabK	BSU00540	16077122	1	60130	60360	5
26	mfd	BSU00550	16077123	1	60430	63963	1
27	spoVT	BSU00560	16077124	1	64099	64635	1
28	yabM	BSU00570	16077125	1	64817	66415	1
28	yabN	BSU00580	16077126	1	66405	67874	2
28	yabO	BSU00590	16077127	1	67877	68137	3
29	yabP	BSU00600	16077128	1	68216	68518	1
30	yabQ	BSU00610	16077129	1	68515	69150	1
31	divIC	BSU00620	16077130	1	69168	69545	1
31	yabR	BSU00630	16077131	1	69626	70012	2
32	spoIIE	BSU00640	16077132	1	70538	73021	1
33	yabS	BSU00650	16077133	1	73106	73843	1
33	yabT	BSU00660	50812174	1	73809	74825	2
33	tilS	BSU00670	16077135	1	74929	76347	3
33	hprT	BSU00680	16077136	1	76344	76886	4
33	ftsH	BSU00690	16077137	1	76984	78897	5
33	coaX	BSU00700	255767018	1	79092	79868	6
33	hslO	BSU00710	16077139	1	79880	80755	7
33	yacD	BSU00720	16077140	1	80802	81695	8
33	cysK	BSU00730	16077141	1	81771	82697	9
33	pabB	BSU00740	16077142	1	82864	84276	10
33	pabA	BSU00750	16077143	1	84290	84874	11
33	pabC	BSU00760	16077144	1	84874	85755	12
33	sul	BSU00770	16077145	1	85737	86594	13
33	folB	BSU00780	16077146	1	86587	86949	14
33	folK	BSU00790	16077147	1	86946	87449	15
33	yazB	BSU00800	16077148	1	87401	87610	16
33	dusB	BSU00810	16077149	1	87634	88635	17
33	lysS	BSU00820	16077150	1	88727	90226	18
34	ctsR	BSU00830	16077151	1	101449	101913	1
34	mcsA	BSU00840	16077152	1	101927	102484	2
34	mcsB	BSU00850	16077153	1	102484	103575	3
34	clpC	BSU00860	16077154	1	103572	106004	4
34	radA	BSU00870	16077155	1	106096	107472	5
34	yacK	BSU00880	16077156	1	107476	108558	6
35	yacL	BSU00890	16077157	1	108674	109774	1
35	ispD	BSU00900	16077158	1	109789	110487	2
35	ispF	BSU00910	16077159	1	110480	110956	3
35	gltX	BSU00920	16077160	1	111047	112498	4
35	cysE	BSU00930	16077161	1	112800	113453	5
35	cysS	BSU00940	16077162	1	113450	114850	6
35	mrnC	BSU00950	16077163	1	114854	115285	7
35	rlmB	BSU00960	16077164	1	115269	116018	8
35	yacP	BSU00970	16077165	1	116025	116537	9
35	sigH	BSU00980	16077166	1	116600	117256	10
36	rpmG	BSU00990	16077167	1	117349	117498	1
36	secE	BSU01000	16077168	1	117532	117711	2
36	nusG	BSU01010	16077169	1	117890	118423	3
36	rplK	BSU01020	255767019	1	118591	119016	4
36	rplA	BSU01030	255767020	1	119111	119809	5
37	rplJ	BSU01040	255767021	1	120061	120561	1
37	rplL	BSU01050	16077173	1	120607	120978	2
37	ybxB	BSU01060	16077174	1	121068	121673	3
38	rpoB	BSU01070	255767022	1	121919	125500	1
38	rpoC	BSU01080	255767023	1	125562	129161	2
38	ybxF	BSU01090	16077177	1	129340	129588	3
38	rpsL	BSU01100	255767024	1	129702	130118	4
38	rpsG	BSU01110	255767025	1	130160	130630	5
38	fusA	BSU01120	255767026	1	130684	132762	6
38	tufA	BSU01130	16077181	1	132882	134072	7
38	ybaC	BSU01140	255767027	1	134171	135127	8
39	rpsJ	BSU01150	16077183	1	135364	135672	1
39	rplC	BSU01160	16077184	1	135712	136341	2
39	rplD	BSU01170	16077185	1	136369	136992	3
39	rplW	BSU01180	255767028	1	136992	137279	4
39	rplB	BSU01190	255767029	1	137311	138144	5
39	rpsS	BSU01200	16077188	1	138202	138480	6
39	rplV	BSU01210	16077189	1	138497	138838	7
39	rpsC	BSU01220	255767030	1	138842	139498	8
39	rplP	BSU01230	16077191	1	139500	139934	9
39	rpmC	BSU01240	16077192	1	139924	140124	10
39	rpsQ	BSU01250	16077193	1	140147	140410	11
39	rplN	BSU01260	16077194	1	140451	140819	12
39	rplX	BSU01270	16077195	1	140857	141168	13
39	rplE	BSU01280	16077196	1	141195	141734	14
39	rpsN	BSU01290	16077197	1	141757	141942	15
39	rpsH	BSU01300	255767031	1	141974	142372	16
39	rplF	BSU01310	16077199	1	142402	142941	17
39	rplR	BSU01320	255767032	1	142974	143336	18
39	rpsE	BSU01330	16077201	1	143361	143861	19
39	rpmD	BSU01340	16077202	1	143875	144054	20
39	rplO	BSU01350	16077203	1	144085	144525	21
39	secY	BSU01360	16077204	1	144527	145822	22
39	adk	BSU01370	16077205	1	145877	146530	23
39	mapA	BSU01380	16077206	1	146527	147273	24
39	ybzG	BSU01389	255767033	1	147312	147536	25
39	infA	BSU01390	16077207	1	147585	147803	26
39	rpmJ	BSU01400	16077208	1	147837	147950	27
39	rpsM	BSU01410	255767034	1	147973	148338	28
39	rpsK	BSU01420	16077210	1	148359	148754	29
39	rpoA	BSU01430	16077211	1	148931	149875	30
39	rplQ	BSU01440	16077212	1	149953	150315	31
40	cbiO	BSU01450	255767035	1	150443	151288	1
40	cbiO	BSU01460	16077214	1	151303	152133	2
40	ybaF	BSU01470	255767036	1	152130	152927	3
40	truA	BSU01480	255767037	1	152937	153680	4
41	rplM	BSU01490	255767038	1	153842	154279	1
41	rpsI	BSU01500	16077218	1	154300	154692	2
42	ybaJ	BSU01510	255767039	1	155156	155923	1
43	ybaK	BSU01520	16077220	1	156109	156552	1
43	cwlD	BSU01530	16077221	1	156612	157325	2
43	salA	BSU01540	16077222	1	157421	158479	3
44	gerD	BSU01550	16077223	-1	158515	159072	1
45	kbaA	BSU01560	16077224	1	159182	159778	1
46	ybaN	BSU01570	16077225	-1	159779	160543	1
47	ybaR	BSU01580	16077226	1	177083	178519	1
48	ybaS	BSU01590	255767040	1	178665	179585	1
49	ybbB	BSU01640	16077232	-1	183414	185003	1
49	feuA	BSU01630	16077231	-1	182370	183323	2
49	feuB	BSU01620	16077230	-1	181347	182351	3
49	feuC	BSU01610	255767042	-1	180344	181354	4
49	ybbA	BSU01600	255767041	-1	179595	180347	5
50	ybbK	BSU01720	255767046	-1	193570	194025	1
50	ybbJ	BSU01710	255767045	-1	193075	193557	2
50	murQ	BSU01700	16077238	-1	192051	192965	3
50	ybbH	BSU01690	16077237	-1	191183	192034	4
50	ybbF	BSU01680	255767044	-1	189790	191157	5
50	ybbE	BSU01670	255767043	-1	188408	189733	6
50	ybbD	BSU01660	16077234	-1	186452	188380	7
50	ybbC	BSU01650	16077233	-1	185194	186438	8
51	sigW	BSU01730	16077241	1	194849	195412	1
51	rsiW	BSU01740	16077242	1	195426	196052	2
52	ybbP	BSU01750	255767047	1	196213	197034	1
52	ybbR	BSU01760	255767048	1	197027	198478	2
52	glmM	BSU01770	16077245	1	198497	199843	3
53	glmS	BSU01780	16077246	1	200277	202079	1
54	alkA	BSU01800	16077248	-1	202547	203458	1
55	adaA	BSU01810	16077249	1	203729	204364	1
55	adaB	BSU01820	16077250	1	204351	204890	2
56	ndhF	BSU01830	16077251	1	205409	206926	1
56	ybcC	BSU01845	255767049	1	206941	209556	2
57	ybcF	BSU01860	16077254	1	209633	210160	1
58	ybcH	BSU01870	16077255	1	210224	210514	1
58	ybcI	BSU01880	16077256	1	210572	210946	2
59	ybzH	BSU01889	255767050	1	211429	211731	1
59	ybcL	BSU01890	16077257	1	211859	213031	2
60	ybcM	BSU01900	16077258	1	213155	213469	1
61	skfA	BSU01910	16077259	1	213941	214108	1
62	skfB	BSU01920	50812176	1	214175	215407	1
62	skfC	BSU01935	255767051	1	215404	216894	2
62	skfE	BSU01950	16077264	1	216913	217632	3
63	skfF	BSU01960	255767052	1	217697	219040	1
63	skfG	BSU01970	255767053	1	219087	219602	2
63	skfH	BSU01980	255767054	1	219607	220032	3
64	ybdG	BSU01990	255767055	1	220279	221256	1
64	ybdJ	BSU02000	16077269	1	221258	221929	2
64	ybdK	BSU02010	16077270	1	221950	222912	3
64	ybzI	BSU02019	255767056	1	222971	223234	4
65	ybdM	BSU02030	16077272	-1	223219	223989	1
66	ybdN	BSU02040	16077273	-1	224075	224932	1
67	ybdO	BSU02050	16077274	1	225064	226248	1
68	ybxG	BSU02060	16077275	1	226566	227954	1
69	csgA	BSU02070	16077276	1	228066	228314	1
69	ybxH	BSU02080	16077277	1	228331	228522	2
70	ybxI	BSU02090	16077278	-1	228549	229352	1
71	cypC	BSU02100	16077279	1	229525	230778	1
72	ybyB	BSU02110	16077280	-1	230819	231079	1
73	ybeC	BSU02120	255767057	1	231348	232967	1
74	glpT	BSU02140	16077283	-1	233994	235328	1
74	glpQ	BSU02130	16077282	-1	233014	233895	2
75	ybeF	BSU02150	16077284	1	235625	235873	1
76	ybfA	BSU02160	16077285	1	235965	236882	1
76	ybfB	BSU02170	16077286	1	236879	238129	2
77	ybfE	BSU02180	255767058	-1	238164	238448	1
78	ybfF	BSU02190	16077288	-1	238644	239555	1
79	ybfI	BSU02220	16077291	-1	242834	243661	1
79	ybfH	BSU02210	16077290	-1	241917	242837	2
79	ybfG	BSU02200	16077289	-1	239644	241842	3
80	purT	BSU02230	16077292	1	243892	245046	1
81	mpr	BSU02240	16077293	1	245190	246131	1
81	ybfJ	BSU02250	16077294	1	246094	246492	2
82	ybfK	BSU02260	16077295	1	246658	247548	1
83	pssA	BSU02270	16077296	1	247744	248277	1
83	ybfM	BSU02280	16077297	1	248268	248756	2
83	psd	BSU02290	16077298	1	248749	249540	3
83	ybfN	BSU02300	16077299	1	249595	249873	4
84	ybfO	BSU02310	16077300	1	249979	251319	1
85	ybfP	BSU02320	16077301	1	251427	252314	1
86	ybfQ	BSU02330	16077302	1	252514	253482	1
87	gltP	BSU02340	16077303	-1	253518	254762	1
88	nagBB	BSU02360	16077305	-1	256823	257572	1
88	nagP	BSU02350	16077304	-1	254907	256802	2
89	ybgA	BSU02370	16077306	1	257791	258498	1
89	ybgB	BSU02380	16077307	1	258532	258807	2
90	ybgE	BSU02390	16077308	1	259016	260086	1
91	mmuM	BSU02410	16077310	-1	261656	262603	1
91	ybgF	BSU02400	16077309	-1	260123	261535	2
92	ybgJ	BSU02430	16077312	-1	264191	265174	1
92	glnT	BSU02420	255767059	-1	262732	264168	2
93	glnJ	BSU02440	255767060	1	265476	266708	1
93	glnL	BSU02450	16077314	1	266719	267663	2
94	ycbC	BSU02460	255767061	1	267890	268816	1
94	ycbD	BSU02470	16077316	1	268846	270312	2
94	gudP	BSU02480	255767062	1	270396	271763	3
94	gudD	BSU02490	255767063	1	271800	273167	4
94	ycbG	BSU02500	255767064	1	273237	273938	5
94	garD	BSU02510	255767065	1	274029	275561	6
95	ycbJ	BSU02520	16077321	1	275838	276758	1
96	rtpA	BSU02530	16077322	1	277160	277321	1
96	ycbK	BSU02540	16077323	1	277342	278280	2
96	ycbL	BSU02550	255767066	1	278377	279057	3
96	ycbM	BSU02560	255767067	1	279059	279994	4
96	ycbN	BSU02570	255767068	1	280086	281009	5
96	ycbO	BSU02580	255767069	1	281028	281714	6
97	ycbP	BSU02590	16077328	-1	281769	282155	1
98	cwlJ	BSU02600	255767070	1	282469	282897	1
99	ycbR	BSU02610	255767071	1	283003	283734	1
100	yczK	BSU02619	255767072	1	283816	283992	1
100	phoD	BSU02620	255767073	1	284011	285762	2
100	tatAD	BSU02630	255767074	1	285775	285987	3
100	tatCD	BSU02640	255767075	1	286048	286776	4
101	pcp	BSU02650	16077334	-1	286773	287420	1
102	ycbU	BSU02660	255767076	1	287499	288611	1
103	lmrA	BSU02680	16077337	-1	290132	290698	1
103	lmrB	BSU02670	16077336	-1	288653	290092	2
104	ansZ	BSU02690	16077338	1	290915	292042	1
105	estA	BSU02700	16077339	1	292205	292843	1
106	yczC	BSU02710	16077340	-1	292881	293264	1
107	yccF	BSU02720	16077341	1	293499	294575	1
108	natR	BSU02740	16077343	-1	295584	296285	1
108	natK	BSU02730	16077342	-1	294615	295571	2
109	natA	BSU02750	16077344	1	296429	297169	1
109	natB	BSU02760	16077345	1	297170	298330	2
110	yccK	BSU02770	16077346	1	298466	299398	1
111	ycdA	BSU02780	16077347	-1	299438	300502	1
112	ycdB	BSU02790	16077348	1	300830	302248	1
113	ycdC	BSU02800	16077349	1	302435	303796	1
114	cwlK	BSU02810	16077350	-1	303804	304307	1
115	rapJ	BSU02820	16077351	1	304430	305551	1
115	ycdF	BSU02830	16077352	1	305658	306434	2
115	ycdG	BSU02840	16077353	1	306459	308144	3
116	adcA	BSU02850	16077354	1	308332	309291	1
116	adcC	BSU02860	16077355	1	309347	310042	2
116	adcB	BSU02870	16077356	1	310000	310842	3
117	yceB	BSU02880	255767077	-1	310880	311875	1
118	yceC	BSU02890	16077358	1	312159	312758	1
118	yceD	BSU02900	16077359	1	312780	313361	2
118	yceE	BSU02910	16077360	1	313396	313974	3
118	yceF	BSU02920	16077361	1	314025	314798	4
119	yceG	BSU02930	16077362	1	314883	316496	1
120	yceH	BSU02940	16077363	1	316512	317603	1
121	yceI	BSU02950	16077364	1	317725	318927	1
122	yceK	BSU02970	16077366	-1	320421	320723	1
122	yceJ	BSU02960	16077365	-1	319180	320352	2
123	opuAA	BSU02980	255767078	1	321013	322269	1
123	opuAB	BSU02990	16077368	1	322271	323119	2
123	opuAC	BSU03000	16077369	1	323119	324000	3
124	amhX	BSU03010	255767079	-1	324038	325189	1
125	ycgA	BSU03020	255767080	1	325339	326772	1
126	ycgB	BSU03030	255767081	1	326888	327469	1
127	amyE	BSU03040	255767082	1	327618	329597	1
128	ldh	BSU03050	255767083	1	329774	330739	1
128	lctP	BSU03060	255767084	1	330771	332396	2
129	mdr	BSU03070	255767085	-1	332441	333979	1
130	ycgE	BSU03080	255767086	1	334092	334556	1
131	ycgF	BSU03090	16077378	1	334630	335259	1
132	ycgG	BSU03100	255767087	1	335329	336090	1
133	ycgH	BSU03110	255767088	-1	336092	337432	1
134	ycgI	BSU03120	255767089	1	337562	338158	1
134	nadE	BSU03130	16077382	1	338288	339106	2
135	tmrB	BSU03140	255767090	-1	339156	339749	1
136	aroK	BSU03150	255767091	1	340025	340585	1
137	ycgJ	BSU03160	255767092	-1	340613	341374	1
138	ycgK	BSU03170	255767093	1	341492	342466	1
139	cah	BSU03180	16077387	1	342538	343494	1
140	ycgL	BSU03190	16077388	1	343578	344360	1
141	ycgM	BSU03200	16077389	1	344551	345462	1
141	ycgN	BSU03210	255767094	1	345479	347026	2
141	ycgO	BSU03220	255767095	1	347150	348571	3
142	ycgP	BSU03230	255767096	1	348724	349959	1
143	ycgR	BSU03250	16077394	-1	350858	351742	1
143	ycgQ	BSU03240	16077393	-1	349996	350853	2
144	ycgS	BSU03260	16077395	-1	351842	352696	1
145	ycgT	BSU03270	16077396	1	352858	353868	1
146	nasB	BSU03320	255767098	-1	360442	362757	1
146	nasC	BSU03310	255767097	-1	358303	360435	2
146	nasD	BSU03300	16077399	-1	355764	358181	3
146	nasE	BSU03290	16077398	-1	355412	355732	4
146	nasF	BSU03280	16077397	-1	353900	355351	5
147	nasA	BSU03330	255767099	1	362937	364142	1
148	yciA	BSU03340	255767100	1	364259	365173	1
148	yciB	BSU03350	255767101	1	365170	365754	2
149	yczL	BSU03359	255767102	1	365850	366035	1
149	yciC	BSU03360	16077405	1	366063	367256	2
150	yckB	BSU03380	16077407	-1	367995	368858	1
150	yckA	BSU03370	16077406	-1	367305	367985	2
151	yckC	BSU03390	16077408	1	369236	369691	1
152	yckD	BSU03400	16077409	1	369773	370105	1
153	bglC	BSU03410	16077410	1	370259	371692	1
154	nucA	BSU03430	50812179	-1	372154	372597	1
154	nin	BSU03420	16077411	-1	371729	372127	2
155	tlpC	BSU03440	255767103	-1	372771	374492	1
156	hxlA	BSU03460	16077415	-1	375166	375798	1
156	hxlB	BSU03450	16077414	-1	374603	375160	2
157	hxlR	BSU03470	255767104	1	376032	376394	1
158	srfAA	BSU03480	255767105	1	376968	387731	1
158	srfAB	BSU03490	255767106	1	387744	398495	2
159	comS	BSU03500	16077419	1	390880	391020	1
160	srfAC	BSU03510	255767107	1	398532	402359	1
160	srfAD	BSU03520	16077421	1	402388	403116	2
161	ycxA	BSU03530	255767108	1	403217	404443	1
162	ycxC	BSU03550	255767109	-1	405069	406007	1
162	ycxB	BSU03540	16077423	-1	404458	405015	2
163	ycxD	BSU03560	16077425	1	406131	407465	1
164	sfp	BSU03569		-1	407460	407627	1
165	sfp	BSU03570		-1	407638	408135	1
166	yczE	BSU03580	255767110	-1	408240	408887	1
167	yclA	BSU03620	16077430	-1	411578	412450	1
167	tcyA	BSU03610	255767112	-1	410656	411462	2
167	tcyB	BSU03600	16077428	-1	409965	410669	3
167	tcyC	BSU03590	255767111	-1	409208	409951	4
168	yclB	BSU03630	16077431	1	412540	413154	1
168	ubiD	BSU03640	16077432	1	413157	414578	2
168	bsdD	BSU03651	255767113	1	414595	414822	3
168	yclD	BSU03652	255767114	1	414819	415283	4
169	yclE	BSU03660	255767115	1	415350	416195	1
170	dtpT	BSU03670	255767116	-1	416235	417713	1
171	yclG	BSU03680	16077436	1	417993	419747	1
172	yczF	BSU03690	16077437	-1	419763	419984	1
173	gerKA	BSU03700	16077438	1	420110	421744	1
174	gerKC	BSU03710	16077439	1	421734	422957	1
175	gerKB	BSU03720	16077440	1	422982	424103	1
176	yclI	BSU03740	255767117	-1	424904	426364	1
176	yclH	BSU03730	16077441	-1	424208	424888	2
177	yclJ	BSU03750	16077443	1	426577	427260	1
177	yclK	BSU03760	16077444	1	427247	428668	2
177	rapC	BSU03770	16077445	1	428831	429979	3
177	phrC	BSU03780	16077446	1	429963	430085	4
178	yczN	BSU03789	255767119	-1	430356	430469	1
179	yclM	BSU03790	16077447	-1	430623	431987	1
180	yclN	BSU03800	16077448	1	432372	433322	1
180	yclO	BSU03810	16077449	1	433315	434262	2
180	yclP	BSU03820	16077450	1	434256	435014	3
180	yclQ	BSU03830	16077451	1	435036	435989	4
181	ycnE	BSU03870	16077455	-1	439282	439569	1
181	ycnD	BSU03860	16077454	-1	438516	439265	2
181	ycnC	BSU03850	255767120	-1	437474	438352	3
181	ycnB	BSU03840	16077452	-1	436036	437454	4
182	yczG	BSU03880	16077456	1	439709	440023	1
183	gabR	BSU03890	16077457	-1	440025	441464	1
184	gabT	BSU03900	16077458	1	441571	442881	1
184	gabD	BSU03910	16077459	1	442950	444338	2
185	glcU	BSU03920	16077460	1	444461	445324	1
185	gdh	BSU03930	16077461	1	445344	446129	2
186	ycnK	BSU03960	16077464	-1	448461	449033	1
186	ycnJ	BSU03950	255767121	-1	446801	448426	2
186	ycnI	BSU03940	16077462	-1	446174	446788	3
187	ycnL	BSU03970	16077465	1	449198	449551	1
188	mtlA	BSU03981	255767122	1	449724	451160	1
188	mtlF	BSU03982	255767123	1	451185	451616	2
188	mtlD	BSU03990	255767124	1	451618	452739	3
188	ycsA	BSU04000	255767125	1	452830	453894	4
188	sipU	BSU04010	16077469	1	454029	454592	5
189	yczH	BSU04020	255767126	-1	454652	455260	1
190	ycsD	BSU04030	50812182	1	455346	455738	1
191	yczO	BSU04039	255767127	-1	455771	455935	1
192	ycsE	BSU04040	255767128	1	456068	456817	1
193	ycsF	BSU04050	255767129	1	457023	457796	1
193	ycsG	BSU04060	255767130	1	457811	459025	2
193	ycsI	BSU04070	255767131	1	459049	459822	3
193	kipI	BSU04080	50812186	1	459867	460589	4
193	kipA	BSU04090	255767132	1	460592	461599	5
193	kipR	BSU04100	255767133	1	461615	462367	6
193	lipC	BSU04110	16077478	1	462431	463072	7
194	yczI	BSU04120	16077479	1	463245	463490	1
195	yczJ	BSU04130	16077480	-1	463496	463783	1
196	pbpC	BSU04140	16077481	1	463934	465940	1
197	ycsN	BSU04150	16077482	1	466042	466944	1
198	mtlR	BSU04160	16077483	1	467130	469214	1
199	ydaB	BSU04170	255767134	1	469426	470937	1
200	ydaC	BSU04180	16077485	-1	470957	471502	1
201	ydaD	BSU04190	16077486	1	471709	472569	1
201	ydaE	BSU04200	16077487	1	472585	473088	2
202	ydaF	BSU04210	16077488	1	473174	473725	1
203	ydaG	BSU04220	16077489	1	473803	474225	1
204	ydaH	BSU04230	16077490	1	474731	475540	1
205	ydzA	BSU04240	16077491	-1	475584	475874	1
206	lrpC	BSU04250	16077492	1	476059	476493	1
206	topB	BSU04260	16077493	1	476558	478741	2
207	ydaJ	BSU04270	16077494	1	478944	480032	1
207	ydaK	BSU04280	16077495	1	480013	480864	2
207	ydaL	BSU04290	16077496	1	480875	482584	3
207	ydaM	BSU04300	16077497	1	482577	483839	4
207	ydaN	BSU04310	16077498	1	483845	485956	5
208	ydaO	BSU04320	16077499	1	486432	488255	1
208	mutT	BSU04330	16077500	1	488314	488763	2
208	ydaP	BSU04340	16077501	1	488830	490554	3
209	ydzK	BSU04359	255767135	-1	490777	491043	1
210	mntH	BSU04360	16077503	-1	491147	492424	1
211	ydaS	BSU04370	16077504	-1	492654	492911	1
212	ydaT	BSU04380	16077505	-1	492989	493441	1
213	ydbA	BSU04390	16077506	1	493559	494377	1
214	gsiB	BSU04400	16077507	1	494506	494877	1
215	ydbB	BSU04410	16077508	1	495009	495350	1
215	ydbC	BSU04420	16077509	1	495344	495703	2
216	ydbD	BSU04430	16077510	-1	495740	496561	1
217	dctB	BSU04440	16077511	-1	496646	497698	1
218	dctS	BSU04450	16077512	1	497768	499375	1
218	dctR	BSU04460	16077513	1	499365	500045	2
218	dctP	BSU04470	16077514	1	500166	501431	3
219	ydbI	BSU04480	16077515	1	501579	502631	1
220	ydbJ	BSU04490	16077516	1	502908	503834	1
220	ydbK	BSU04500	16077517	1	503854	504594	2
221	ydbL	BSU04510	16077518	1	504689	505024	1
222	ydbM	BSU04520	16077519	1	505152	506297	1
223	ydbN	BSU04530	16077520	-1	506322	506501	1
224	ydbO	BSU04540	16077521	1	506866	507738	1
225	ydbP	BSU04550	16077522	-1	507753	508073	1
226	ddl	BSU04560	16077523	1	508248	509312	1
226	murF	BSU04570	16077524	1	509384	510757	2
227	cshA	BSU04580	16077525	1	511106	512641	1
228	ydbS	BSU04590	16077526	1	512814	513293	1
228	ydbT	BSU04600	16077527	1	513283	514764	2
229	ydcA	BSU04610	16077528	-1	515016	515615	1
230	acpS	BSU04620	16077529	1	515710	516075	1
231	ydcC	BSU04630	255767136	1	516241	517257	1
232	alrA	BSU04640	16077531	1	517372	518541	1
233	endB	BSU04650	16077532	1	518657	518938	1
233	ndoA	BSU04660	16077533	1	518943	519293	2
233	rsbRA	BSU04670	16077534	1	519408	520232	3
233	rsbS	BSU04680	16077535	1	520237	520602	4
233	rsbT	BSU04690	16077536	1	520606	521007	5
233	rsbU	BSU04700	16077537	1	521019	522026	6
233	rsbV	BSU04710	16077538	1	522088	522417	7
233	rsbW	BSU04720	16077539	1	522414	522896	8
233	sigB	BSU04730	255767137	1	522862	523650	9
233	rsbX	BSU04740	16077541	1	523650	524249	10
234	ydcF	BSU04750	16077542	1	524492	524785	1
235	ydcG	BSU04760	16077543	1	524782	525222	1
236	ydcH	BSU04770	16077544	1	525206	525649	1
237	ydcI	BSU04780	50812188	1	525743	527902	1
238	ydcK	BSU04790	16077546	1	528129	528581	1
239	immR	BSU04820	16077549	-1	531130	531513	1
239	immA	BSU04810	16077548	-1	530624	531133	2
239	ydcL	BSU04800	16077547	-1	529505	530611	3
240	sacV	BSU04830	16077550	1	531787	531981	1
240	ydzL	BSU04839	255767138	1	531978	532238	2
240	ydcO	BSU04840	16077551	1	532292	532552	3
241	ydcP	BSU04850	16077552	1	532922	533302	1
241	ydcQ	BSU04860	16077553	1	533338	534780	2
241	ydcR	BSU04870	16077554	1	534773	535831	3
242	ydcS	BSU04880	16077555	1	536096	536365	1
242	ydcT	BSU04890	16077556	1	536404	536670	2
242	yddA	BSU04900	16077557	1	536687	536995	3
242	yddB	BSU04910	16077558	1	536985	538049	4
242	yddC	BSU04920	16077559	1	538061	538309	5
242	yddD	BSU04930	16077560	1	538322	538846	6
242	yddE	BSU04940	255767139	1	538836	541229	7
242	yddF	BSU04950	16077562	1	541248	541574	8
242	yddG	BSU04960	16077563	1	541578	544025	9
242	yddH	BSU04970	16077564	1	544022	545011	10
242	yddI	BSU04980	16077565	1	545026	545532	11
242	yddJ	BSU04990	16077566	1	545595	545975	12
243	yddK	BSU05000	16077567	-1	546166	546966	1
244	rapI	BSU05010	16077568	1	547306	548481	1
244	phrI	BSU05020	16077569	1	548438	548557	2
245	yddM	BSU05030	16077570	1	548710	549651	1
246	yddN	BSU05040	16077571	-1	550240	551259	1
247	lrpA	BSU05050	16077572	1	551519	551929	1
248	lrpB	BSU05060	16077573	-1	552052	552501	1
249	yddQ	BSU05070	16077574	1	552616	553158	1
250	yddR	BSU05080	16077575	1	553711	554475	1
251	yddS	BSU05090	16077576	1	554669	555979	1
252	ydzM	BSU05099	255767140	1	556562	556738	1
252	yddT	BSU05100	16077577	1	556763	557449	2
253	ydzN	BSU05109	255767141	1	557873	558058	1
